,index,station_id,latitude,longitude,datacoverage,mindate,maxdate,min_year,max_year,data_period
3303,3303,GHCND:USC00046162,34.3869,-118.5341,1.0,1906-03-01,2010-12-31,1906,2010,104
3304,3304,GHCND:USC00046164,34.36667,-118.51667,0.9173,1949-10-01,1951-09-30,1949,1951,2
3305,3305,GHCND:USC00046165,34.36667,-118.56667,0.9788,1989-07-01,1997-04-30,1989,1997,8
3306,3306,GHCND:USC00046168,37.2811,-121.0177,1.0,1902-01-01,2020-12-31,1902,2020,118
3307,3307,GHCND:USC00046172,37.95,-120.53333,1.0,1979-02-01,2010-12-31,1979,2010,31
3308,3308,GHCND:USC00046173,41.98333,-120.26667,1.0,1960-10-01,1961-05-31,1960,1961,1
3309,3309,GHCND:USC00046174,38.0047,-120.4863,1.0,1992-03-01,2021-03-03,1992,2021,29
3310,3310,GHCND:USC00046175,33.6031,-117.8836,1.0,1921-01-01,2021-03-01,1921,2021,100
3311,3311,GHCND:USC00046193,38.9,-121.58333,0.9658,1911-01-01,1962-11-30,1911,1962,51
3312,3312,GHCND:USC00046194,38.9261,-121.5447,1.0,1962-01-01,2020-12-31,1962,2020,58
3313,3313,GHCND:USC00046196,33.58333,-116.43333,0.8489,1963-05-01,1969-05-31,1963,1969,6
3314,3314,GHCND:USC00046197,33.2775,-115.5239,1.0,1914-09-01,2020-10-31,1914,2020,106
3315,3315,GHCND:USC00046198,33.27167,-115.47722,1.0,2009-01-01,2011-07-24,2009,2011,2
3316,3316,GHCND:USC00046201,37.583333,-121.966667,1.0,1893-03-01,1898-12-31,1893,1898,5
3317,3317,GHCND:USC00046207,35.06667,-120.5,1.0,1959-10-01,1977-06-30,1959,1977,18
3318,3318,GHCND:USC00046252,37.2329,-119.5097,1.0,1904-01-01,2021-03-01,1904,2021,117
3319,3319,GHCND:USC00046256,34.16667,-118.38333,0.975,1936-01-01,1962-07-31,1936,1962,26
3320,3320,GHCND:USC00046263,34.2447,-118.525,1.0,1998-01-01,2016-03-01,1998,2016,18
3321,3321,GHCND:USC00046290,38.13333,-122.71667,0.7949,1948-07-01,1951-09-30,1948,1951,3
3322,3322,GHCND:USC00046305,37.86667,-120.86667,0.9339,1906-03-01,1967-12-31,1906,1967,61
3323,3323,GHCND:USC00046319,33.3861,-116.7916,0.9313,1978-06-01,2007-11-01,1978,2007,29
3324,3324,GHCND:USC00046328,41.8391,-122.8502,1.0,1943-01-01,2021-02-22,1943,2021,78
3325,3325,GHCND:USC00046329,41.85,-122.88333,1.0,1972-01-01,2010-12-31,1972,2010,38
3326,3326,GHCND:USC00046332,37.78333,-122.16667,0.9596,1894-10-01,1958-07-31,1894,1958,64
3327,3327,GHCND:USC00046333,37.8,-122.26667,0.9995,1949-01-01,1954-10-31,1949,1954,5
3328,3328,GHCND:USC00046336,37.7983,-122.2642,1.0,1970-10-01,2021-03-02,1970,2021,51
3329,3329,GHCND:USC00046351,38.45,-122.41667,0.4872,1906-04-01,1981-06-30,1906,1981,75
3330,3330,GHCND:USC00046354,38.4,-122.46667,0.9744,1948-01-01,1951-09-30,1948,1951,3
3331,3331,GHCND:USC00046370,38.3858,-122.9661,1.0,1943-01-01,2021-03-01,1943,2021,78
3332,3332,GHCND:USC00046377,33.2097,-117.395,1.0,1909-10-01,2021-02-25,1909,2021,112
3333,3333,GHCND:USC00046383,33.15,-116.13333,0.6635,1932-03-01,1975-06-30,1932,1975,43
3334,3334,GHCND:USC00046386,33.1552,-116.1688,1.0,2003-01-01,2021-02-23,2003,2021,18
3335,3335,GHCND:USC00046390,32.74611,-116.00056,1.0,1971-06-01,2010-12-31,1971,2010,39
3336,3336,GHCND:USC00046399,34.4477,-119.2275,1.0,1905-05-01,2021-03-01,1905,2021,116
3337,3337,GHCND:USC00046432,33.91667,-117.85,0.9907,1948-07-01,1966-05-31,1948,1966,18
3338,3338,GHCND:USC00046434,40.45,-122.4,0.661,1912-01-01,1917-05-31,1912,1917,5
3339,3339,GHCND:USC00046455,40.48333,-122.61667,0.8812,1952-01-01,1984-03-31,1952,1984,32
3340,3340,GHCND:USC00046458,34.066667,-117.65,1.0,1897-01-01,1902-12-31,1897,1902,5
3341,3341,GHCND:USC00046465,34.25,-118.1,0.8352,1917-01-01,1969-07-31,1917,1969,52
3342,3342,GHCND:USC00046473,33.9378,-117.885,0.0528,1948-07-01,2013-03-31,1948,2013,65
3343,3343,GHCND:USC00046476,36.61667,-119.3,0.9622,1931-06-01,1990-11-30,1931,1990,59
3344,3344,GHCND:USC00046498,41.3619,-124.0191,1.0,1937-05-01,2012-10-31,1937,2012,75
3345,3345,GHCND:USC00046499,41.18333,-123.91667,0.9774,1959-11-01,1963-05-31,1959,1963,4
3346,3346,GHCND:USC00046502,37.86667,-122.16667,1.0,1944-08-01,1960-06-30,1944,1960,16
3347,3347,GHCND:USC00046506,39.7458,-122.1997,1.0,1903-03-01,2021-03-03,1903,2021,118
3348,3348,GHCND:USC00046508,41.3088,-123.5316,1.0,1903-04-01,2016-07-31,1903,2016,113
3349,3349,GHCND:USC00046521,39.5177,-121.553,1.0,1953-01-01,2021-02-28,1953,2021,68
3350,3350,GHCND:USC00046522,39.5177,-121.553,0.9059,1893-03-01,1953-04-22,1893,1953,60
3351,3351,GHCND:USC00046523,39.43333,-121.48333,0.9994,1949-01-01,1961-02-28,1949,1961,12
3352,3352,GHCND:USC00046525,39.51667,-121.56667,0.8241,1893-04-01,1975-08-31,1893,1975,82
3353,3353,GHCND:USC00046527,39.53333,-121.48333,0.9191,1979-11-01,1982-11-30,1979,1982,3
3354,3354,GHCND:USC00046528,39.53333,-121.56667,0.2022,1948-07-01,1978-12-31,1948,1978,30
3355,3355,GHCND:USC00046569,34.19806,-119.17528,1.0,1923-06-01,2010-12-31,1923,2010,87
3356,3356,GHCND:USC00046572,34.2066,-119.1375,1.0,1998-05-01,2021-02-26,1998,2021,23
3357,3357,GHCND:USC00046576,34.7,-119.31667,0.9546,1904-02-01,1964-07-31,1904,1964,60
3358,3358,GHCND:USC00046583,37.06667,-121.18333,0.4669,1949-11-01,1977-06-30,1949,1977,28
3359,3359,GHCND:USC00046594,34.0419,-117.8105,0.9999,1948-08-01,1954-12-31,1948,1954,6
3360,3360,GHCND:USC00046597,38.7583,-120.503,1.0,1941-11-01,2020-12-31,1941,2020,79
3361,3361,GHCND:USC00046598,37.61028,-122.48417,0.9906,2000-11-01,2009-05-31,2000,2009,9
3362,3362,GHCND:USC00046599,37.59167,-122.47167,1.0,1983-01-01,2012-11-30,1983,2012,29
3363,3363,GHCND:USC00046602,34.3294,-118.4005,1.0,1943-05-01,2021-01-31,1943,2021,78
3364,3364,GHCND:USC00046610,36.715,-121.34917,1.0,1948-07-01,2011-05-31,1948,2011,63
3365,3365,GHCND:USC00046624,34.5883,-118.0938,1.0,1903-01-01,2021-01-31,1903,2021,118
3366,3366,GHCND:USC00046630,33.73333,-116.38333,0.9998,1982-07-01,1985-06-30,1982,1985,3
3367,3367,GHCND:USC00046635,33.8275,-116.5097,1.0,1906-03-01,2020-12-31,1906,2020,114
3368,3368,GHCND:USC00046642,37.43333,-122.16667,0.8017,1906-01-01,1953-08-31,1906,1953,47
3369,3369,GHCND:USC00046646,37.4436,-122.1402,1.0,1953-01-01,2017-12-30,1953,2017,64
3370,3370,GHCND:USC00046650,36.35028,-121.54,1.0,1943-05-01,2010-12-31,1943,2010,67
3371,3371,GHCND:USC00046657,33.378,-116.84,1.0,1901-01-01,2021-02-10,1901,2021,120
3372,3372,GHCND:USC00046663,33.7997,-118.391,1.0,1949-01-01,2021-01-31,1949,2021,72
3373,3373,GHCND:USC00046675,36.6066,-120.8841,1.0,1949-12-01,2020-12-31,1949,2020,71
3374,3374,GHCND:USC00046677,36.68333,-120.58333,0.8822,1953-02-01,1968-08-31,1953,1968,15
3375,3375,GHCND:USC00046678,36.53333,-120.45,0.9496,1938-01-01,1962-09-30,1938,1962,24
3376,3376,GHCND:USC00046685,39.7538,-121.6241,1.0,1957-01-01,2021-02-26,1957,2021,64
3377,3377,GHCND:USC00046699,34.2903,-114.1708,1.0,1934-01-01,2021-02-11,1934,2021,87
3378,3378,GHCND:USC00046703,35.88333,-120.43333,0.9872,1943-02-01,1975-02-28,1943,1975,32
3379,3379,GHCND:USC00046706,36.0,-120.46667,0.9488,1948-07-01,1951-09-30,1948,1951,3
3380,3380,GHCND:USC00046719,34.1483,-118.1447,1.0,1893-01-01,2021-02-28,1893,2021,128
3381,3381,GHCND:USC00046726,39.8875,-122.5538,1.0,1937-10-01,2010-12-31,1937,2010,73
3382,3382,GHCND:USC00046730,35.6277,-120.6855,1.0,1894-01-01,2021-03-03,1894,2021,127
3383,3383,GHCND:USC00046736,35.68333,-120.75,0.9488,1948-07-01,1951-09-30,1948,1951,3
3384,3384,GHCND:USC00046754,34.93333,-119.38333,0.9699,1915-12-01,1987-11-30,1915,1987,72
3385,3385,GHCND:USC00046761,40.33333,-121.9,0.7494,1952-01-01,1984-03-31,1952,1984,32
3386,3386,GHCND:USC00046773,34.5025,-117.8969,1.0,1985-06-01,2021-01-31,1985,2021,36
3387,3387,GHCND:USC00046791,34.51667,-119.56667,0.9352,1943-11-01,1957-12-31,1943,1957,14
3388,3388,GHCND:USC00046816,33.78333,-117.23333,0.9995,1961-12-01,1973-03-31,1961,1973,12
3389,3389,GHCND:USC00046818,33.78333,-117.23333,1.0,1951-01-01,1957-05-31,1951,1957,6
3390,3390,GHCND:USC00046826,38.2577,-122.6077,1.0,1893-01-01,2021-03-02,1893,2021,128
3391,3391,GHCND:USC00046829,38.25,-122.63333,1.0,1948-07-01,1951-09-30,1948,1951,3
3392,3392,GHCND:USC00046839,36.88333,-121.13333,1.0,1960-01-01,1960-05-31,1960,1960,0
3393,3393,GHCND:USC00046857,36.8,-119.38333,0.7816,1912-03-01,1964-10-31,1912,1964,52
3394,3394,GHCND:USC00046862,34.56667,-119.16667,0.9861,1959-09-01,1977-06-30,1959,1977,18
3395,3395,GHCND:USC00046891,34.66667,-118.43333,0.9999,1955-01-01,1972-10-31,1955,1972,17
3396,3396,GHCND:USC00046896,36.821,-119.3374,1.0,1965-01-01,2013-05-31,1965,2013,48
3397,3397,GHCND:USC00046926,36.4819,-121.1822,1.0,1937-01-01,2021-01-31,1937,2021,84
3398,3398,GHCND:USC00046936,38.44472,-120.51222,0.9688,2001-07-01,2004-02-29,2001,2004,3
3399,3399,GHCND:USC00046940,34.4061,-118.7569,1.0,1959-01-01,2021-01-31,1959,2021,62
3400,3400,GHCND:USC00046943,35.1597,-120.683,1.0,1949-01-01,2016-03-01,1949,2016,67
3401,3401,GHCND:USC00046944,41.0,-121.5,1.0,1972-09-01,2010-12-31,1972,2010,38
3402,3402,GHCND:USC00046946,40.9869,-121.9772,1.0,1945-01-01,2020-12-31,1945,2020,75
3403,3403,GHCND:USC00046950,38.93333,-122.86667,1.0,1956-09-01,1963-12-31,1956,1963,7
3404,3404,GHCND:USC00046960,38.6955,-120.8244,1.0,1900-01-01,2010-12-31,1900,2010,110
3405,3405,GHCND:USC00046961,38.7852,-120.7419,0.7997,2012-10-01,2020-12-31,2012,2020,8
3406,3406,GHCND:USC00046962,38.73333,-120.73333,1.0,1955-02-01,2013-06-28,1955,2013,58
3407,3407,GHCND:USC00046963,38.7311,-120.8469,0.8718,1948-07-01,1951-09-30,1948,1951,3
3408,3408,GHCND:USC00046975,40.36667,-122.88333,0.9726,1962-01-01,1974-04-30,1962,1974,12
3409,3409,GHCND:USC00047000,38.48333,-120.85,0.916,1943-10-01,1963-07-31,1943,1963,20
3410,3410,GHCND:USC00047009,38.91667,-123.7,0.8308,1938-08-01,1988-04-30,1938,1988,50
3411,3411,GHCND:USC00047011,38.95,-123.73333,0.9996,1949-01-01,1956-12-31,1949,1956,7
3412,3412,GHCND:USC00047024,35.66556,-121.28472,0.9641,1938-08-01,1975-09-30,1938,1975,37
3413,3413,GHCND:USC00047050,34.0816,-117.7658,1.0,1893-01-01,2016-03-01,1893,2016,123
3414,3414,GHCND:USC00047070,38.01667,-122.01667,1.0,1946-04-01,1975-09-30,1946,1975,29
3415,3415,GHCND:USC00047077,36.06778,-119.02,1.0,1902-06-01,2010-12-31,1902,2010,108
3416,3416,GHCND:USC00047085,39.8053,-120.4719,1.0,1915-01-01,2021-02-24,1915,2021,106
3417,3417,GHCND:USC00047088,39.8,-120.48333,1.0,1948-07-01,1951-09-30,1948,1951,3
3418,3418,GHCND:USC00047095,35.83333,-118.61667,0.9495,1960-10-01,1962-04-17,1960,1962,2
3419,3419,GHCND:USC00047096,35.8,-118.63333,0.931,1954-09-01,1987-03-31,1954,1987,33
3420,3420,GHCND:USC00047105,34.63333,-119.43333,0.8052,1948-07-01,1951-01-31,1948,1951,3
3421,3421,GHCND:USC00047106,41.23333,-121.21667,1.0,1961-01-01,1962-11-30,1961,1962,1
3422,3422,GHCND:USC00047109,39.3619,-123.1286,1.0,1937-09-01,2021-03-02,1937,2021,84
3423,3423,GHCND:USC00047111,33.01953,-117.03096,1.0,1893-01-01,2021-02-28,1893,2021,128
3424,3424,GHCND:USC00047123,33.8903,-117.6453,0.0541,1948-07-01,2013-03-31,1948,2013,65
3425,3425,GHCND:USC00047150,36.18833,-120.69528,1.0,1903-12-01,2011-12-31,1903,2011,108
3426,3426,GHCND:USC00047195,39.9366,-120.9475,1.0,1895-01-01,2021-03-03,1895,2021,126
3427,3427,GHCND:USC00047197,39.98333,-120.95,0.6319,1979-09-01,1981-03-31,1979,1981,2
3428,3428,GHCND:USC00047220,34.6,-118.56667,1.0,1949-01-01,1954-12-31,1949,1954,5
3429,3429,GHCND:USC00047226,33.0113,-116.908,0.4345,1906-11-01,1951-04-30,1906,1951,45
3430,3430,GHCND:USC00047228,33.0113,-116.908,1.0,1974-01-01,2010-12-31,1974,2010,36
3431,3431,GHCND:USC00047231,33.06667,-116.85,0.9999,1949-01-01,1973-09-30,1949,1973,24
3432,3432,GHCND:USC00047244,33.23333,-116.53333,0.9406,1948-07-01,1970-12-31,1948,1970,22
3433,3433,GHCND:USC00047248,33.0216,-117.0813,1.0,2011-01-01,2021-01-31,2011,2021,10
3434,3434,GHCND:USC00047253,35.3692,-117.6525,1.0,1937-09-01,2021-03-02,1937,2021,84
3435,3435,GHCND:USC00047270,37.2095,-119.9086,0.6595,2012-11-01,2021-01-31,2012,2021,9
3436,3436,GHCND:USC00047272,37.36667,-119.9,1.0,1959-11-01,1962-02-28,1959,1962,3
3437,3437,GHCND:USC00047273,37.35,-119.86667,0.7366,1962-03-01,1965-04-30,1962,1965,3
3438,3438,GHCND:USC00047279,34.06667,-116.81667,0.935,1919-01-01,1959-12-31,1919,1959,40
3439,3439,GHCND:USC00047293,40.1622,-122.2202,1.0,2000-05-01,2012-09-30,2000,2012,12
3440,3440,GHCND:USC00047294,40.16333,-122.22806,0.9456,1998-02-01,1999-06-30,1998,1999,1
3441,3441,GHCND:USC00047296,40.58333,-122.4,0.9518,1893-01-01,1979-04-30,1893,1979,86
3442,3442,GHCND:USC00047298,40.5194,-122.2988,1.0,1998-02-01,2020-12-31,1998,2020,22
3443,3443,GHCND:USC00047300,40.55,-122.38333,0.9583,1979-01-01,1987-04-30,1979,1987,8
3444,3444,GHCND:USC00047306,34.037,-117.1948,1.0,1898-01-01,2021-02-12,1898,2021,123
3445,3445,GHCND:USC00047314,35.38333,-117.63333,0.8494,1948-07-01,1949-01-31,1948,1949,1
3446,3446,GHCND:USC00047326,33.8342,-118.3759,0.9993,2012-01-01,2021-02-28,2012,2021,9
3447,3447,GHCND:USC00047339,37.4767,-122.2386,1.0,1906-01-01,2021-03-02,1906,2021,115
3448,3448,GHCND:USC00047351,39.26667,-123.2,1.0,1948-07-01,1951-09-30,1948,1951,3
3449,3449,GHCND:USC00047370,38.6944,-121.1611,1.0,1893-03-01,2012-02-13,1893,2012,119
3450,3450,GHCND:USC00047404,40.02611,-123.79306,1.0,1961-11-01,2012-08-31,1961,2012,51
3451,3451,GHCND:USC00047414,37.9191,-122.3772,1.0,1950-01-01,2021-03-02,1950,2021,71
3452,3452,GHCND:USC00047416,37.91667,-122.33333,0.9999,1955-08-01,1959-09-30,1955,1959,4
3453,3453,GHCND:USC00047446,38.15,-121.7,0.8845,1893-01-01,1977-05-31,1893,1977,84
3454,3454,GHCND:USC00047470,33.9511,-117.388,1.0,1893-01-01,2021-02-01,1893,2021,128
3455,3455,GHCND:USC00047473,33.96694,-117.36139,1.0,1948-07-01,2010-12-31,1948,2010,62
3456,3456,GHCND:USC00047516,38.8,-121.23333,0.9954,1904-01-01,1976-06-30,1904,1976,72
3457,3457,GHCND:USC00047580,40.81667,-121.93333,0.874,1952-01-01,1970-06-30,1952,1970,18
3458,3458,GHCND:USC00047581,40.7955,-121.935,1.0,1970-01-01,2010-12-31,1970,2010,40
3459,3459,GHCND:USC00047598,38.88333,-122.23333,0.9425,1986-08-01,1988-01-31,1986,1988,2
3460,3460,GHCND:USC00047600,34.2045,-117.087,0.9744,1948-07-01,1951-09-30,1948,1951,3
3461,3461,GHCND:USC00047606,37.95,-119.06667,0.9991,1948-01-01,1950-10-06,1948,1950,2
3462,3462,GHCND:USC00047641,39.43167,-120.24056,1.0,1953-01-01,2010-12-31,1953,2010,57
3463,3463,GHCND:USC00047643,38.5066,-122.4713,1.0,1907-01-01,2021-01-31,1907,2021,114
3464,3464,GHCND:USC00047646,38.493,-122.5383,1.0,1948-07-01,2019-07-16,1948,2019,71
3465,3465,GHCND:USC00047649,38.55,-122.38333,1.0,1948-07-01,1951-09-30,1948,1951,3
3466,3466,GHCND:USC00047656,39.71667,-122.0,0.8944,1907-11-01,1963-01-31,1907,1963,56
3467,3467,GHCND:USC00047661,37.83333,-122.1,1.0,1942-12-01,1981-07-31,1942,1981,39
3468,3468,GHCND:USC00047668,36.6594,-121.6663,1.0,1958-01-01,2018-05-31,1958,2018,60
3469,3469,GHCND:USC00047672,35.3372,-120.5038,1.0,1948-07-01,2021-01-31,1948,2021,73
3470,3470,GHCND:USC00047675,36.63333,-121.68333,0.9571,1989-10-01,1991-08-31,1989,1991,2
3471,3471,GHCND:USC00047681,34.58511,-120.40826,1.0,1948-01-01,2021-01-31,1948,2021,73
3472,3472,GHCND:USC00047689,38.50056,-120.21889,1.0,1943-01-01,2010-12-31,1943,2010,67
3473,3473,GHCND:USC00047698,40.88333,-123.58333,0.9834,1943-01-01,1968-11-30,1943,1968,25
3474,3474,GHCND:USC00047702,38.16667,-120.66667,0.9742,1948-07-01,1977-06-30,1948,1977,29
3475,3475,GHCND:USC00047711,34.16667,-117.66667,0.9471,1917-03-01,1967-08-31,1917,1967,50
3476,3476,GHCND:USC00047714,36.01667,-121.25,0.9998,1959-01-01,1971-12-31,1959,1971,12
3477,3477,GHCND:USC00047716,36.03333,-120.9,0.2495,1893-01-01,1977-06-30,1893,1977,84
3478,3478,GHCND:USC00047719,36.50917,-121.08694,1.0,1948-07-01,1951-09-30,1948,1951,3
3479,3479,GHCND:USC00047721,36.58333,-121.18333,1.0,1949-02-01,1955-04-30,1949,1955,6
3480,3480,GHCND:USC00047723,34.13444,-117.25389,1.0,1893-01-01,2010-12-31,1893,2010,117
3481,3481,GHCND:USC00047731,36.4375,-121.7092,1.0,1940-01-01,2019-02-28,1940,2019,79
3482,3482,GHCND:USC00047734,34.75,-118.71667,0.9666,1949-01-01,1988-11-30,1949,1988,39
3483,3483,GHCND:USC00047738,32.71667,-117.16667,0.9347,1850-10-01,1940-01-31,1850,1940,90
3484,3484,GHCND:USC00047741,32.76536,-117.2315,1.0,1999-05-01,2021-02-22,1999,2021,22
3485,3485,GHCND:USC00047749,34.1052,-117.8019,1.0,1906-04-01,2013-10-31,1906,2013,107
3486,3486,GHCND:USC00047750,34.2,-117.76667,0.9862,1939-07-01,1951-09-30,1939,1951,12
3487,3487,GHCND:USC00047753,35.0,-119.18333,0.9993,1959-10-01,1966-01-31,1959,1966,7
3488,3488,GHCND:USC00047755,37.01667,-121.33333,0.9744,1948-07-01,1951-09-30,1948,1951,3
3489,3489,GHCND:USC00047759,34.28333,-118.46667,0.9216,1906-03-01,1974-03-31,1906,1974,68
3490,3490,GHCND:USC00047762,34.3133,-118.4927,0.9997,1948-07-01,1951-08-31,1948,1951,3
3491,3491,GHCND:USC00047765,37.76667,-122.46667,0.9995,1951-01-01,1957-07-31,1951,1957,6
3492,3492,GHCND:USC00047767,37.728,-122.5052,1.0,1948-07-01,2021-01-31,1948,2021,73
3493,3493,GHCND:USC00047775,34.1,-118.1,0.462,1906-03-01,1918-03-12,1906,1918,12
3494,3494,GHCND:USC00047776,34.1553,-117.9078,1.0,1917-01-01,2021-02-28,1917,2021,104
3495,3495,GHCND:USC00047779,34.2052,-117.8608,1.0,1948-07-01,2021-01-31,1948,2021,73
3496,3496,GHCND:USC00047785,34.0842,-118.1003,1.0,1939-01-01,2021-01-31,1939,2021,82
3497,3497,GHCND:USC00047807,37.31167,-122.36167,1.0,1954-01-01,2010-12-31,1954,2010,56
3498,3498,GHCND:USC00047810,33.78333,-116.96667,0.9786,1893-01-01,1978-05-31,1893,1978,85
3499,3499,GHCND:USC00047813,33.7965,-116.9753,1.0,1948-07-01,2021-02-25,1948,2021,73
3500,3500,GHCND:USC00047817,37.09083,-119.72306,0.9488,1948-07-01,1951-09-30,1948,1951,3
3501,3501,GHCND:USC00047821,37.34972,-121.90333,1.0,1893-01-01,2010-12-31,1893,2010,117
3502,3502,GHCND:USC00047834,36.8,-121.51667,1.0,1948-07-01,1951-09-30,1948,1951,3
3503,3503,GHCND:USC00047836,33.5319,-117.5525,1.0,2001-10-01,2015-08-01,2001,2015,14
3504,3504,GHCND:USC00047837,33.59222,-117.5125,0.9146,1948-07-01,1951-05-31,1948,1951,3
3505,3505,GHCND:USC00047846,37.05333,-121.05778,1.0,1963-01-01,2010-12-31,1963,2010,47
3506,3506,GHCND:USC00047851,35.3056,-120.6619,1.0,1893-02-01,2021-02-28,1893,2021,128
3507,3507,GHCND:USC00047861,34.55,-119.86667,0.9998,1952-03-01,1960-03-31,1952,1960,8
3508,3508,GHCND:USC00047864,37.53333,-122.3,0.7311,1906-01-01,1978-12-31,1906,1978,72
3509,3509,GHCND:USC00047866,34.05,-120.383333,0.6149,1894-01-01,1942-05-31,1894,1942,48
3510,3510,GHCND:USC00047874,33.0955,-116.9975,1.0,1979-07-01,2010-12-31,1979,2010,31
3511,3511,GHCND:USC00047876,33.754167,-118.233611,0.8931,1906-03-01,1964-08-31,1906,1964,58
3512,3512,GHCND:USC00047880,37.99833,-122.53722,1.0,1894-01-01,2021-03-02,1894,2021,127
3513,3513,GHCND:USC00047888,33.7442,-117.8667,1.0,1906-01-01,2021-02-25,1906,2021,115
3514,3514,GHCND:USC00047891,34.1016,-117.1061,0.9744,1948-07-01,1951-09-30,1948,1951,3
3515,3515,GHCND:USC00047894,34.13333,-117.06667,0.9632,1903-12-01,1967-04-30,1903,1967,64
3516,3516,GHCND:USC00047897,34.21667,-118.01667,1.0,1949-01-01,1972-10-31,1949,1972,23
3517,3517,GHCND:USC00047902,34.4167,-119.6844,1.0,1893-01-01,2021-03-02,1893,2021,128
3518,3518,GHCND:USC00047908,34.78333,-119.65,0.7659,1948-07-01,1950-12-14,1948,1950,2
3519,3519,GHCND:USC00047909,34.53333,-119.95,0.9709,1953-12-01,1973-12-31,1953,1973,20
3520,3520,GHCND:USC00047912,37.35,-121.93333,0.8965,1893-07-01,1976-05-31,1893,1976,83
3521,3521,GHCND:USC00047916,36.98785,-121.99952,1.0,1893-01-01,2021-03-02,1893,2021,128
3522,3522,GHCND:USC00047926,34.1125,-117.9694,1.0,1941-11-01,1960-06-30,1941,1960,19
3523,3523,GHCND:USC00047930,35.36667,-120.63333,0.9712,1943-01-01,1975-02-28,1943,1975,32
3524,3524,GHCND:USC00047933,35.3741,-120.6375,1.0,1942-12-01,2021-02-28,1942,2021,79
3525,3525,GHCND:USC00047940,34.95,-120.43333,0.9222,1893-01-01,1959-04-30,1893,1959,66
3526,3526,GHCND:USC00047942,35.01667,-120.2,0.9986,1954-11-01,1958-02-28,1954,1958,4
3527,3527,GHCND:USC00047950,34.01667,-118.48333,0.8368,1900-10-01,1979-12-16,1900,1979,79
3528,3528,GHCND:USC00047953,34.0075,-118.49972,1.0,1937-01-01,2016-03-01,1937,2016,79
3529,3529,GHCND:USC00047957,34.3119,-119.13306,1.0,1894-05-01,2010-12-31,1894,2010,116
3530,3530,GHCND:USC00047962,36.31667,-120.58333,0.7302,1974-03-01,1980-08-31,1974,1980,6
3531,3531,GHCND:USC00047965,38.45579,-122.71335,1.0,1902-06-01,2021-03-02,1902,2021,119
3532,3532,GHCND:USC00047976,34.6077,-120.0691,1.0,1948-07-01,1951-09-30,1948,1951,3
3533,3533,GHCND:USC00047982,34.53333,-119.98333,0.9993,1948-01-01,1951-12-19,1948,1951,3
3534,3534,GHCND:USC00047987,33.78694,-117.72167,0.9758,1948-07-01,1965-09-30,1948,1965,17
3535,3535,GHCND:USC00048014,34.5894,-118.4547,1.0,1918-07-01,2021-03-02,1918,2021,103
3536,3536,GHCND:USC00048025,41.30102,-123.13298,1.0,1931-01-01,2021-03-03,1931,2021,90
3537,3537,GHCND:USC00048045,40.4833,-124.1038,1.0,1926-01-01,2021-02-28,1926,2021,95
3538,3538,GHCND:USC00048068,37.4,-122.23333,0.9824,1925-09-01,1972-12-31,1925,1972,47
3539,3539,GHCND:USC00048072,38.4086,-122.8211,1.0,1948-07-01,1951-09-30,1948,1951,3
3540,3540,GHCND:USC00048074,40.5,-120.26667,0.96,1962-01-01,1977-02-28,1962,1977,15
3541,3541,GHCND:USC00048075,40.66667,-120.25,0.5997,1959-01-01,1981-03-31,1959,1981,22
3542,3542,GHCND:USC00048092,34.1661,-118.4736,1.0,1948-07-01,1960-06-30,1948,1960,12
3543,3543,GHCND:USC00048099,39.43333,-121.48333,1.0,1919-01-01,1949-06-18,1919,1949,30
3544,3544,GHCND:USC00048105,34.18333,-116.95,0.9155,1909-12-01,1955-03-31,1909,1955,46
3545,3545,GHCND:USC00048119,33.93333,-117.9,0.9999,1948-01-01,1957-05-31,1948,1957,9
3546,3546,GHCND:USC00048122,35.4867,-119.1458,1.0,2009-08-01,2020-03-17,2009,2020,11
3547,3547,GHCND:USC00048135,40.7141,-122.4161,1.0,1943-01-01,2021-03-03,1943,2021,78
3548,3548,GHCND:USC00048158,33.95,-117.9,0.9907,1948-08-01,1966-05-31,1948,1966,18
3549,3549,GHCND:USC00048162,40.03333,-124.06667,0.8393,1959-01-01,1974-04-30,1959,1974,15
3550,3550,GHCND:USC00048163,40.03306,-124.07278,1.0,1974-09-01,2010-12-31,1974,2010,36
3551,3551,GHCND:USC00048173,38.66667,-120.91667,0.5693,1906-03-01,1972-11-30,1906,1972,66
3552,3552,GHCND:USC00048175,40.5,-121.85,0.9968,1958-11-01,1984-03-31,1958,1984,26
3553,3553,GHCND:USC00048200,35.97167,-116.27083,1.0,1972-12-01,2011-03-14,1972,2011,39
3554,3554,GHCND:USC00048207,39.56778,-120.62278,1.0,1910-02-01,2010-12-31,1910,2010,100
3555,3555,GHCND:USC00048210,34.16667,-118.05,0.9866,1897-01-01,1958-06-30,1897,1958,61
3556,3556,GHCND:USC00048218,39.5833,-120.3705,1.0,1909-01-01,2020-06-30,1909,2020,111
3557,3557,GHCND:USC00048230,33.7966,-118.1683,0.9999,1948-07-01,1972-10-31,1948,1972,24
3558,3558,GHCND:USC00048243,33.7425,-117.66,0.0515,1948-07-01,2013-03-31,1948,2013,65
3559,3559,GHCND:USC00048265,34.833333,-120.166667,0.9505,1904-01-01,1915-09-30,1904,1915,11
3560,3560,GHCND:USC00048266,34.76667,-119.76667,0.9095,1948-07-01,1951-03-31,1948,1951,3
